tranche,zincid,SMILES,pIC50_pred,knn_similarity,reliability
H23P190,ZINCnp00000UgdGb,Cc1cc(C(=O)NCCCCC(=O)Nn2cnnc2C)c(C)s1,6.309206481634704,0.29379922,Low
H24P330,ZINCoD00000t7osr,Cc1nc(NC[C@H]2CC3(CC3)CO2)cc(N2CCC[C@@H](C)CC2)n1,6.309167275506119,0.2216852,Low
H25P200,ZINCpq00000M9kDA,CNCCn1cc(C2(NC(=O)[C@H]3CC[C@H](C)CC3)CC(F)(F)C2)nn1,6.30907922375922,0.23578897,Low
H25P230,ZINCpt00000fkwR8,CN(CC1CN(S(=O)(=O)Cc2cccc(Cl)c2)C1)C(=O)NCCCCl,6.309041303047,0.26803178,Low
H19P350,ZINCjF00000igROw,O=C(NCCc1cc(Cl)cs1)C1=C[C@@H]2CC=CC[C@@H]12,6.308863030685843,0.2152756,Low
H23P060,ZINCnc00000c6t05,CNS(=O)(=O)c1ccc(CN2CCC[C@@H]3C(=O)N(C)C[C@@H]32)cc1,6.30878771898303,0.31905752,High
H25P380,ZINCpI00000FIEjc,C=CCCn1nnnc1[C@@H](NC[C@](C)(CC)COC)c1cc(Br)cs1,6.308734975232649,0.16619462,Low
H25P190,ZINCpp00000uAYnX,C=C(Cl)C(C)(C)C(=O)N1CC=C[C@@H](NC(=O)Cc2cc(C)nn2C)C1,6.308729583281593,0.21180423,Low
H25M100,ZINCp4000015J7FZ,C#CC1(N(C)C(=O)[C@@H](NC(=O)Cn2cc(CO)nn2)C(C)(C)O)CC1,6.30872297347377,0.1948386,Low
H24P150,ZINCol000005gI7i,CCCOCC(=O)N1C[C@@H](C)[C@@H](CNC(=O)c2cc(C)n(C)c2)C1,6.308692738138056,0.23831722,Low
H24P020,ZINCo800000AJO0M,COCc1nc([C@H]2CCc3nnnn3CC2)n(-c2nccn2C)n1,6.308680204092073,0.22110173,Low
H25P100,ZINCpg000015IDyF,Cc1ncc(CC(=O)NC[C@@H]2C[C@@H]2NC(=O)c2cc(Cl)ns2)c(O)n1,6.308483832605218,0.21924993,Low
H24M000,ZINCo500000pOzj0,Cc1oc(Cl)nc1C(=O)NC[C@H](O)CN(C)C(=O)C(=O)NC1CC1,6.308456797623966,0.24706045,Low
H25P150,ZINCpl00000mXNDh,Cc1cc(C(=O)NCC2(NC(=O)[C@H]3CC34CC(F)(F)C4)CC2)nn1C,6.308237991284906,0.22874065,Low
H23P280,ZINCny00000qZGBH,CC[C@](C)(CNC(=O)c1scnc1C)C(=O)N[C@H]1CC=CCC1,6.308174598371469,0.20437129,Low
H24P290,ZINCoz00000IZyk9,Cc1ccc(Cl)cc1-n1cc(C[C@H](C)NCC(=O)[C@@H]2C[C@@H]2C)nn1,6.307861019519534,0.27312356,Low
H25P100,ZINCpg00000VVMel,Cc1nc(C(=O)NC2(C)CN(C(=O)[C@H]3C[C@@H]4CC[C@H](C3)O4)C2)cn1C,6.307848929846653,0.23428401,Low
H25P160,ZINCpm00000KgCZC,C[C@H]1[C@@H](C)N(C(=O)CC(F)(F)Cl)CCN1C(=O)c1ccn(C)c(=O)c1,6.307815484337758,0.24432936,Low
H23P210,ZINCnr00000r2RYC,CN(Cc1ccoc1)c1nc(=NC2CSC2)[nH]c2ncn(C)c12,6.307701057657125,0.19698592,Low
H24M200,ZINCo300000EJGkO,CN1CC[C@@H](CC(=O)NC2(CCO)CN(C(=O)CNC=O)C2)C1=O,6.307551425312637,0.20870633,Low
H25P290,ZINCpz000006Szeh,C=C1CC(N2C(=O)[C@H](CC(=O)NC)S/C2=N\c2ccc(F)c(C)c2)C1,6.307473821702803,0.22250143,Low
H25P190,ZINCpp00000KfSUo,Cc1cnc(C(=O)NC2(C3CN(C(=O)[C@@]4(F)C[C@@H]4C)C3)CC2)c(F)c1,6.3074411426310135,0.25141817,Low
H25P260,ZINCpw00000uhn9h,CCC(=O)NC[C@@H]1C[C@@H]2C[C@H]1CN2C(=O)c1c(F)c(F)cc(F)c1F,6.307315222166944,0.22242275,Low
H25P120,ZINCpi00001BKX4a,CCc1cc(C(=O)N(C2CC2)[C@@H](C)C(=O)NC2CC(OC)C2)n(C)n1,6.307280079810454,0.2781867,Low
H24P290,ZINCoz00000IjS20,Cc1nc(C(=O)N(C)C[C@@H]2CCC=CO2)nn1-c1ccc(Cl)cc1,6.307182020446152,0.28013295,Low
H25P380,ZINCpI00000sXG5r,CCCn1nnnc1[C@H](CCC=C(C)C)NCc1cc(Cl)cnc1F,6.3070861473786275,0.20504951,Low
H24P120,ZINCoi00000pGcjc,C#CCCC(=O)N[C@H]1C[C@@H]1CNC(=O)c1cc2c(=O)cc[nH]c2s1,6.307069713408409,0.22382304,Low
H23P310,ZINCnB000006Vngm,Cc1cc(C)n(-c2cncc(N[C@@H]3C[C@@H]4[C@H]5CC[C@@H](C5)[C@H]34)n2)n1,6.306805085964913,0.20402531,Low
H25P240,ZINCpu00000j1CWS,C[C@@H](O)CN1CCCN(Cc2cn(-c3ccc(Cl)cc3I)nn2)CC1,6.306781356993883,0.2537163,Low
H24P080,ZINCoe00000B3qv9,CC(C)(O)[C@H](F)C(=O)N1C[C@@H]2CC[C@H](C1)N2C(=O)Cc1cc[nH]c1,6.306737103375479,0.20885034,Low
H24M000,ZINCo500000HGkFx,CCc1cc([C@@H](N[C@@H]2CCOC2=O)c2nnnn2CCOC)on1,6.306627646647114,0.24148712,Low
H25P090,ZINCpf000015KRm3,CC[C@@H](NC(=O)[C@H]1C[C@@H](NC(=O)c2cc(COC)no2)C1)C(C)(C)O,6.306527262222846,0.24884892,Low
H25P150,ZINCpl00001BNdQl,C[C@@H]1CN(C(=O)[C@@H]2CC[C@@H]2NC(=O)c2ccn(C)c(=O)c2)C(C)(C)C1,6.3060386257389105,0.2976219,Low
H25P150,ZINCpl00000n6oA7,Cc1nc(C(=O)N2CC[C@H](NC(=O)c3ccc(Cl)c(F)c3)C2)nn1C,6.306012787625779,0.32428953,High
H25P250,ZINCpv000001WYMn,Cc1ncc(C(=O)N2CC[C@@H](C3(NC(=O)CC=C(Cl)Cl)CC3)C2)n1C,6.306002707312737,0.21842682,Low
H24P330,ZINCoD00000t7vyp,Cc1nnc(CN(Cc2ccc(Cl)o2)C(=O)C[C@H](C)C2CC2)n1C,6.30589487235153,0.22785874,Low
H20P160,ZINCkm000018SZht,Cn1cc2cc(Cn3c(C4CC4)noc3=O)ccc2n1,6.305870986178705,0.34642702,High
H25P200,ZINCpq000001jzDr,COCCC[C@H](NC(=O)N[C@@H]1CCN(c2ccc(Cl)cc2)C1)C(=O)O,6.305816248810268,0.25671682,Low
H24M000,ZINCo500000HKeul,C[C@H](NC=O)C(=O)N(CCNC(=O)C[C@H]1CCN(C)C1=O)C1CC1,6.3057965661499225,0.21495314,Low
H25P210,ZINCpr000002xKs5,COCc1nc(Cl)cc(=NC[C@@H]2CC[C@@H](NC(=O)c3cnsn3)C2)[nH]1,6.305691723008425,0.24734557,Low
H24P190,ZINCop00000nJdY0,O=C(Cc1csc(Cl)c1)NC[C@H]1C[C@H]2CC[C@H]1N2C(=O)C=CCO,6.3056293813518005,0.18372755,Low
H24P170,ZINCon00000l7x1O,NC(=O)CCC(=O)NC[C@@H]1C[C@H]1NC(=O)c1cc(F)c(Br)c(Cl)c1,6.3056286287015055,0.24149927,Low
H24P280,ZINCoy00000Ikjub,NC(=O)[C@@H](NCCCn1nccc1C1CC1)c1ccc(Br)cc1F,6.3055836445571485,0.22005856,Low
H25P200,ZINCpq00000mddXK,CCOC(=O)c1nc(N2C[C@@H]3CCCN3C(=O)[C@H]2C)c2sccc2n1,6.305550190755631,0.26811185,Low
H25M000,ZINCp500000MK7ky,CN1N=C[C@H](CC(=O)N[C@@]23CC[C@@H](CN(C(=O)C4COC4)C2)C3)C1=O,6.305532739199226,0.21699247,Low
H25P300,ZINCpA000009r1Dj,CC1=NO[C@H](CC(=O)NCC[C@H]2CCCN2C(=O)c2cc(Cl)cs2)C1,6.305490147276865,0.25749952,Low
H25P190,ZINCpp00001BKCyd,Cc1cnsc1[C@H](c1nnnn1C1CC1)N(C)CCn1ccnc1C,6.305484174718332,0.22384176,Low
H25P130,ZINCpj000000jlEK,Cc1cc(Cl)ncc1CNC(=O)N[C@@H]1CCN(c2ccn(C)n2)C1=O,6.3054791000679336,0.25595316,Low
H25P060,ZINCpc000009v3if,CCCN(C)CC(=O)N1C[C@H](n2cc(-c3cnc(C)n3C)nn2)CO1,6.305410934971455,0.21430902,Low
H24P300,ZINCoA00000Ik8s5,CN1C[C@H]2[C@H](CNC(=O)N[C@@H]3CCC[C@@H]3c3ccc(Cl)cc3)[C@H]2C1,6.305389855544795,0.25323582,Low
H25P220,ZINCps00000dqSQW,Cc1cc(N2CC[C@H](NC(=O)NCCc3cc(Br)cs3)C2=O)n(C)n1,6.305343716544459,0.24028254,Low
H25P150,ZINCpl000007aS6h,Cc1cc(C(=O)N[C@](C)(CNC(=O)[C@@](C)(O)C2CCC2)C2CC2)no1,6.3053314402680245,0.24966936,Low
H25P240,ZINCpu00000dNOp5,Cc1cc(C(=O)NC[C@]23C[C@@H]2CN(C(=O)[C@@](C)(O)C2CC2)C3)sc1Cl,6.30529966726692,0.22329655,Low
H23P160,ZINCnm00001A2J6f,C[C@@H](CC(=O)N1CCCNC(=O)[C@H]1C)NC(=O)c1cc(Cl)cs1,6.30528605812071,0.21201667,Low
H25P120,ZINCpi00000y7ecX,CC(C)(C(=O)NC[C@](C)(O)CNC(=O)c1cncc(O)c1)C1CCC1,6.305219613791183,0.23204336,Low
H25P340,ZINCpE00000qYoRf,COc1ccc([N+](=O)[O-])cc1OCCN=c1cc(Cl)nc(C2CC2)[nH]1,6.305162257748159,0.23266613,Low
H25P090,ZINCpf00000cog3N,CC=C[C@H](O)C(=O)N1CCN(C(=O)c2cc(C3CC3)nn2C)C[C@@H]1C,6.3051326481943875,0.23293658,Low
H25P150,ZINCpl00000SIPq9,CC[C@H](C#N)CNC(=O)[C@@]1(NC(=O)C[C@@H]2C=CCCC2)CCN(C)C1,6.305079643932443,0.18519035,Low
H24P330,ZINCoD00000t7hhI,Cc1ncc(F)cc1CN(CC(C)C)C[C@@](C)(O)[C@@H]1CCCCO1,6.3048782635524105,0.22791044,Low
H25P090,ZINCpf00000zZrIN,CCC[C@H](CC)C(=O)N1CC(NC(=O)c2cc(CS(C)(=O)=O)on2)C1,6.30487481554508,0.24597082,Low
H25P290,ZINCpz000002y6zq,Cc1cccnc1C(=O)NCC1(NC(=O)C[C@H]2C=CCCC2)CCC1,6.3048616771942925,0.2416002,Low
H25M000,ZINCp500002sXV6V,CCCC[C@](C)(O)C(=O)N[C@@H](C)COCc1cn(C[C@@H](O)CO)nn1,6.304561636141761,0.21186443,Low
H22P010,ZINCm7000003s0RO,Cc1cc(C(=O)NCCn2cc(CS(C)(=O)=O)nn2)c(C)[nH]1,6.304522105489578,0.2720759,Low
H24P140,ZINCok00000nNbUS,Cc1noc([C@@H]2CN(C(=O)c3cc(F)cc(F)c3O)CCN2C)n1,6.304511840385916,0.23916516,Low
H22P030,ZINCm900000wYb4y,CCc1c(C(=O)N[C@H]2C[C@H]2CNC(=O)C2(Cl)CC2)nnn1C,6.30449826199846,0.21222147,Low
H25P150,ZINCpl0000069b2y,CC(C)(O)c1cnc(N[C@H]2C[C@@H](NC(=O)c3cc(CF)on3)C2)nc1,6.304456683757923,0.25618088,Low
H23P290,ZINCnz000000gmmk,Cc1nc2cc(NC(=O)c3cc(O)cs3)ccc2n1[C@H](C)CO,6.3044188972718676,0.28519773,Low
H25P290,ZINCpz000008GD0G,Cc1cc(C(=O)N[C@@]23CCC[C@H]2CN(C(=O)/C=C/C(C)C)C3)[nH]c1C,6.304392270562537,0.20308265,Low
H25P240,ZINCpu000007zuzy,CNc1cncc(C(=O)NC2(CCNC(=O)C[C@H]3CC3(Cl)Cl)CC2)c1,6.304385889874901,0.2169852,Low
H24P260,ZINCow00000g2PcD,C[C@H](NC(=O)[C@H]1C[C@@H](NC(=O)[C@@H]2C[C@H]2C)C1)c1ccc(F)cc1F,6.304341596291016,0.24395828,Low
H24P260,ZINCow00000g2PcC,C[C@H](NC(=O)[C@H]1C[C@@H](NC(=O)[C@@H]2C[C@@H]2C)C1)c1ccc(F)cc1F,6.304341596291016,0.24395828,Low
H24P290,ZINCoz00000t7dGX,Cc1nc(C)c(F)c(N[C@H]2CC[C@@H](NC(=O)c3cc(Cl)c[nH]3)C2)n1,6.304275900561156,0.27641404,Low
H25P290,ZINCpz000008EJxI,Cc1c(C(=O)N(C)CCNC(=O)[C@@H](C)c2ccc(Cl)cc2)ccn1C,6.304167404804879,0.26339927,Low
H25P290,ZINCpz00000xBE62,C[C@H](N=c1[nH]c(=NCC(C)(C)F)c2ncccc2[nH]1)[C@@H]1CCN(C)C1,6.304064625309567,0.23851328,Low
H24P280,ZINCoy00000gZV1x,COc1cncc(C(=O)N[C@H](C)C23C[C@@H]4CC(C[C@H](C4)C2)O3)c1C,6.304039504356484,0.22995321,Low
H23P140,ZINCnk000001OSHa,Cc1cc2ncn(C[C@H](O)CN3C(=O)C[C@@H](C)C3=O)c2cc1C,6.30402376002782,0.2420485,Low
H25P060,ZINCpc000015OrWX,CO[C@H](CO)CN[C@H](c1ccnc(F)c1)c1nnnn1CCC1CC1,6.30396083601694,0.23210196,Low
H24P300,ZINCoA00000gFxkm,O=C(NC[C@@](O)(c1ccccc1)C1CC1)c1cncc(C(F)F)c1,6.303708409287061,0.268575,Low
H25P030,ZINCp900002sXV6A,CC(C)C[C@](C)(O)C(=O)NCCOCc1cn(C[C@H]2C[C@H]2CO)nn1,6.30346997000688,0.21743163,Low
H25P180,ZINCpo00000KfMdf,Cc1cc(Br)cc(CC(=O)N[C@@H]2C[C@H]2CNC(=O)C2=COCCO2)c1,6.303458242022933,0.20690623,Low
H22P390,ZINCmJ00000316uA,Cc1cc(C(=O)N2CC[C@@H](Cc3ccccc3)[C@H]2C)c(C)o1,6.303445445081198,0.28739005,Low
H23P320,ZINCnC000001g4kh,Nc1c(F)cc(Br)cc1C(=O)N1CC2(CCOCC2)[C@H]1C1CC1,6.303415036851796,0.19555035,Low
H24P300,ZINCoA00000IZZJE,C[C@@H](c1ccc(Cl)cc1)n1cc(CCC(=O)N2CC[C@H]3C[C@H]32)nn1,6.303320332304655,0.26799798,Low
H23P210,ZINCnr00000otWJb,CCN1CCN(CCC(=O)Nc2cc(C)cc(C)c2)[C@H](C)C1=O,6.303305001478117,0.29415745,Low
H25P200,ZINCpq00000CDjGo,C=C[C@](C)(O)C(=O)N(Cc1nn(CC)cc1C)C[C@@H]1CC2(CC2)CO1,6.303193602134436,0.22600117,Low
H24P290,ZINCoz00000gZozU,Cc1c[nH]c(C(=O)N[C@@H](C)[C@H]2CCCN2C(=O)c2ccoc2Cl)c1,6.303183216230898,0.23777124,Low
H17P160,ZINChm00000GgiSm,O=S(=O)(Cc1nc2ncccc2o1)C1CCC1,6.303024489541117,0.2240156,Low
H25P110,ZINCph00000EqDE5,COCc1nn[nH]c1-c1nc(-c2cncc(F)c2)nn1CCCCO,6.30288182535858,0.23440418,Low
H23M000,ZINCn500000d5aRq,CCCCC(=O)NC1(CO)CN(C(=O)C[C@@H]2C=NN(C)C2=O)C1,6.302827679115242,0.24781609,Low
H25P320,ZINCpC00000cPat1,C[C@@H](NC(=NCc1ccc(Cl)cc1)NC1CCCC1)c1ncn(C)n1,6.30277175284082,0.27195805,Low
H25P010,ZINCp7000015IbbO,C=C1CCC(CNC(=O)[C@H](CO)NC(=O)C[C@H]2CCN(C)C2=O)CC1,6.302631284146943,0.22568846,Low
H23P090,ZINCnf00000iLbJb,COc1ccc(Cl)cc1[C@@H](O)CNC(=O)C[C@H]1C=NN(C)C1=O,6.302630400555131,0.31848058,High
H21P080,ZINCle00001bPqZq,Cn1nnnc1[C@@H](c1cncc(Cl)c1)N(C)[C@H]1C[C@@H](O)C1,6.302567899986608,0.21732053,Low
H24P130,ZINCoj00000sFf1Q,CCC(C)(C)CC(=O)N[C@]1(C(=O)N2CCN(C)C(=O)[C@@H]2C)C[C@H]1C,6.302561451418595,0.21684945,Low
H25P220,ZINCps00000flzjm,CSc1cc(C)c(C(=O)NC[C@@](C)(O)CNC(=O)C2(C)CC=CC2)o1,6.302557360474143,0.19892704,Low
H25P270,ZINCpx00000s299z,Cc1ccc(CN[C@H]2CCC[C@H]2C(=O)N2CCC[C@](C)(O)C2)c(F)c1,6.302542018353753,0.22890408,Low
H25P170,ZINCpn00000GKdOb,Cc1nc(CN2C[C@@H](C(=O)Nc3cc(Br)cnc3O)C[C@@H](F)C2)n[nH]1,6.302533350997364,0.21318749,Low
H24P280,ZINCoy00000t7pkg,Cc1nc(N[C@@H](C)c2nccn2C)cc(N2CCSC[C@@H](C)C2)n1,6.302487618000734,0.2041852,Low
H24P260,ZINCow00000pfHd6,CN1C[C@H]2C[C@H]1CN([C@H](C(=O)NC1CCC1)c1ccc(Cl)cc1)C2,6.3024579696322265,0.30914733,High
H25P050,ZINCpb00002sYr1G,CNCCn1cc([C@H](CC(C)(C)C)NC(=O)[C@H]2CCN(C)C2=O)nn1,6.3024255587582205,0.23134057,Low
H25P100,ZINCpg000015Jj4y,CC(C)(C)c1nc(C(=O)NC[C@H]2C[C@H]2NC(=O)c2cc(Cl)n[nH]2)n[nH]1,6.302356206837668,0.23077925,Low
H23P090,ZINCnf00000EWgsd,CO[C@@H]1C[C@H]2CN(C(=O)[C@@](C)(O)c3cccc(F)c3)CCN2C1,6.302273589144662,0.23179714,Low
H25P230,ZINCpt00000ywjR9,C[S@](=N)(=O)CCCN[C@@H]1CCN(c2cccc(OC(F)(F)F)c2)C1=O,6.3022615106424835,0.25014937,Low
H24M000,ZINCo500000HGb4k,Cc1nncn1NC(=O)[C@@H](CN(C)C)NC(=O)CN1CC[C@@H](C)C1,6.3022287965112325,0.25331107,Low
H24P110,ZINCoh00000pGbde,C/C=C(\C)C(=O)N[C@]1(C)CCN(C(=O)[C@@H]2CCc3nnc(C)n32)C1,6.302158456836931,0.21609032,Low
H25P150,ZINCpl00000FeNEP,Cc1nc(COC(=O)[C@H]2CC(=O)N(C)[C@@H]2c2cccc(F)c2)nn1C,6.302151909493333,0.24947605,Low
H24P350,ZINCoF00000cpRh4,O=C(N[C@@H]1[C@@H]2CN(Cc3cc(Br)cs3)C[C@@H]21)c1cc(Cl)ncc1F,6.302122038547461,0.2400573,Low
H25P000,ZINCp6000027XcZu,Cc1nc(C(=O)NC[C@@H]2C[C@H](O)CN2C(=O)[C@@H](F)C(C)(C)O)c(C)o1,6.302098771833687,0.20653984,Low
H23P300,ZINCnA00000d98Po,CC[C@@H](Oc1ccc(Br)cc1F)C(=O)N1CCSC[C@@H]1CCO,6.302022530167981,0.22386117,Low
H25M000,ZINCp5000015N5zP,CN1C[C@@H]2C[C@H]1CN2C(=O)C[C@H](O)CNC(=O)C[C@@H]1CC(C)(C)CO1,6.3020208397911075,0.18554328,Low
H25P140,ZINCpk000004KIrV,CC(C)[C@H](CNC(=O)c1cc2n(n1)CC1(CC1)C2)NC(=O)C1CSC1,6.301999365710276,0.22982474,Low
H25P200,ZINCpq000006rIIu,CC(C)c1cnc(CN(C)[C@H]2CCN(Cc3ncnn3CCF)C2)o1,6.30190930600973,0.19772542,Low
H25P310,ZINCpB000011hjOd,Cc1cc(Br)cc2c1[C@@H](C)N(C(=O)NC[C@@H]1C[C@H]3COC[C@H]3O1)CC2,6.301714568755241,0.21517265,Low
H25P160,ZINCpm00001BPvP2,O=C(NC[C@@H]1C[C@@H]1Nc1ncc2sccc2n1)c1cc(Cl)nnc1O,6.301563265208601,0.23017702,Low
H22P160,ZINCmm000010sDto,CCc1cc(Cn2cc([C@@](C)(O)[C@H]3CCCO3)nn2)ccn1,6.301540954364164,0.24423118,Low
H24M000,ZINCo50000168MwS,COC[C@](C)(O)C(=O)N1CC=C[C@@H](C(=O)NCc2nnc(C)o2)C1,6.301521670027301,0.24336675,Low
H25P240,ZINCpu00000txCSO,Cc1cc(=N[C@H](C)CCCCNC(=O)C[C@@H](O)CF)[nH]c(C2CC2)n1,6.301444381834768,0.262874,Low
H24P310,ZINCoB00000hOnjk,Cc1cc(NC(=O)C[C@](O)(c2ncc[nH]2)C(F)(F)F)cc(C)c1C,6.3013374217320735,0.2552808,Low
H25M000,ZINCp500000lbr5S,Cc1nccn1CC(=O)N1C[C@H]2[C@H](NC(=O)c3cc(F)n(C)n3)[C@H]2C1,6.3013306788720005,0.27635956,Low
H24P130,ZINCoj00000sGJjM,C=C[C@@](C)(O)c1cn(C[C@H](C)NC(=O)CC[C@@H]2CCCOC2)nn1,6.301313261919099,0.27899757,Low
H22P390,ZINCmJ00000bjB7O,O=C(CC1CC(C2CC2)C1)NC[C@H](F)c1cc(F)cc(F)c1,6.301223946316359,0.20273337,Low
H22P230,ZINCmt000000Pl7X,CCCN(C(=O)[C@H]1CCn2nnnc2C1)c1ccc(Cl)cc1,6.301167774667337,0.25871816,Low
H23P220,ZINCns000003XSzE,Cc1cnc(F)c(-c2cn([C@@H](C)CNC(=O)C3(Cl)CC3)nn2)c1,6.301166699389109,0.25340694,Low
H24P150,ZINCol00000lmGuM,Cc1c(C(=O)N[C@H]2C[C@@H]2CNC(=O)CCCC(F)(F)Br)nnn1C,6.301126544139516,0.2308294,Low
H25P190,ZINCpp00000FnBrK,Cn1cc(C(=O)N[C@]2(CO)CCN(C(=O)C3=CCCCC3)C2)cc1Br,6.30082466032903,0.2343357,Low
H24P330,ZINCoD00000IZZJC,C[C@@H](c1ccc(Cl)cc1)n1cc(C(C)(C)C(=O)N[C@@H]2C[C@H]2C)nn1,6.300812281213393,0.28330907,Low
H25P310,ZINCpB000011V0Ka,CN(Cc1ccc(F)c(Cl)c1)[C@H](C[C@@H]1CCCCO1)c1nnnn1C,6.3008093511970635,0.2397114,Low
H25P290,ZINCpz000008GBuS,Cc1cc(C(=O)N[C@@H]2C[C@H]2CNC(=O)c2cc[nH]c2)ccc1C(C)C,6.3007998470001265,0.2617428,Low
H24P320,ZINCoC00000t7dHE,Cc1nc(C)c(F)c(=N[C@@H](C)CCCNC(=O)C[C@H]2C=CCC2)[nH]1,6.3006074049945155,0.24306223,Low
H24P320,ZINCoC00000t7dHF,Cc1nc(C)c(F)c(=N[C@H](C)CCCNC(=O)C[C@@H]2C=CCC2)[nH]1,6.3006074049945155,0.24306223,Low
H25P130,ZINCpj00000hFKNO,CN(C(=O)[C@@H](F)C(C)(C)O)[C@H]1CCN(C(=O)c2ccc(O)cc2F)C1,6.300596422145994,0.28189433,Low
H25P180,ZINCpo00001BLsO9,C/C=C/C[C@@H](CC)C(=O)N[C@H](C(=O)N1CCN(C)C(=O)[C@H]1C)C(C)C,6.300578507026927,0.2010005,Low
H24P160,ZINCom00000si7Jf,Cn1nc(C(=O)N[C@@H]2[C@@H](O)[C@H]3CCO[C@H]32)cc1-c1ccc(Cl)cc1,6.300472964999422,0.31667513,High
H23P210,ZINCnr00000lfm5e,C[C@@H]1CN(C(=O)[C@H]2CCN2Cc2ncc(Br)cc2F)[C@H](C)CO1,6.30043553925935,0.22537787,Low
H25P130,ZINCpj00001BPe2O,FCCCn1nnnc1[C@H](c1cc(Br)ccn1)N1C[C@@H]2OCO[C@@H]2C1,6.300395246910778,0.19803277,Low
H23P290,ZINCnz00000lhbal,C[C@]1(CCCO)CCCN1Cc1cn(CC[C@@H]2CC2(Cl)Cl)nn1,6.3003819576367235,0.2120556,Low
H23P070,ZINCnd00000EOT8a,Cc1cc(C(=O)NCc2ccc3c(n2)OCCO3)cn(C)c1=O,6.30027337451698,0.36255628,High
H24P130,ZINCoj000000vFBD,N=C1NC(=O)[C@H](CC(=O)NCc2nc(-c3ccc(Cl)cc3)no2)S1,6.3001693296707,0.31055507,High
H23P090,ZINCnf00000K81dX,CC(C)(O)CCNC(=O)[C@@H]1C[C@@H](O)CN1Cc1cc(Cl)ccn1,6.299939055189285,0.26283604,Low
H24P190,ZINCop00000si7AY,Cn1ncc(C#N)c1NC(=O)[C@H]1CCN(c2ccc(Cl)cc2)C1=O,6.299882132463983,0.27965412,Low
H25P280,ZINCpy00000ezZIw,COCCn1nc([C@H]2CC=CCC2)nc1-c1ccc(OC)nc1OC,6.299814889860833,0.2448415,Low
H25P050,ZINCpb000015ObZO,COCCn1nnnc1[C@H](N[C@@H](C)[C@H]1CCC[C@H]1O)c1cc(C)[nH]n1,6.299735116943513,0.23350501,Low
H21P110,ZINClh00000jq23s,CCCO[C@@H]1CCCN(C(=O)N2CCN(C)C(=O)[C@H]2C)C1,6.2995411764420695,0.25304145,Low
H24P350,ZINCoF000000eHkp,CCO[C@H](CCNC(=O)c1cc(C(=O)OC)sc1C)C1CCCC1,6.299431097545778,0.2318575,Low
H24P310,ZINCoB00000tk2Xm,OC[C@@H](Cc1ccc(F)c(F)c1)Cn1cc(-c2nc(Cl)cs2)nn1,6.299288085733085,0.22445035,Low
H25P080,ZINCpe00000zcRFH,Cc1nccn1CCCC(=O)NC[C@@H](CO)NC(=O)[C@H]1CCCCS1,6.299226073707228,0.25406542,Low
H23P050,ZINCnb00000UmYsu,Cn1ccc(CNC(=O)NC[C@H]2COCC3(CCC3)O2)cc1=O,6.2991888449908435,0.24975803,Low
H23P090,ZINCnf00000CVwSw,COc1ccc(F)cc1CS(=O)(=O)NC1CN(c2nncs2)C1,6.299182996221073,0.27552623,Low
H24M000,ZINCo500000HKWbM,CCOC[C@H](NC(=O)c1ccc[nH]1)C(=O)N[C@H]1CCCN(C)C1=O,6.299181969248548,0.2428318,Low
H21P100,ZINClg00000biibt,C[C@@H](CNC(=O)CC1CSC1)NC(=O)c1cc(Cl)n(C)n1,6.298993320998868,0.26138008,Low
H20P080,ZINCke00000JSLsj,CC(C)(O)[C@@]1(CO)CCN(Cc2cnc(O)c(F)c2)C1,6.298941377391365,0.23173264,Low
H24P080,ZINCoe00000xKQHy,Cc1ncc(C(=O)NC[C@@H]2C[C@H]2NC(=O)c2cnc(N)c(Cl)c2)[nH]1,6.298920803845322,0.24374442,Low
H25P280,ZINCpy00000ezYE0,COCCn1nc(-c2ccc(OC)cn2)nc1[C@H]1CC12CC(F)(F)C2,6.2989001651766845,0.23370974,Low
H24P200,ZINCoq00000GHtoK,Cc1nc2cc(C(=O)NC3(c4cn([C@H](C)C#N)nn4)CC3)[nH]c2s1,6.298812493605215,0.19996785,Low
H23P170,ZINCnn00000EWbDe,Cc1cc(Br)ccc1[C@@H](C)n1cc([C@@]2(CO)COCCN2)nn1,6.298789729203671,0.20647967,Low
H25P140,ZINCpk00000kDPXW,Cc1c(C(=O)N[C@H]2CCN(C(=O)[C@@H](C)O)C2)[nH]c2c(F)cc(F)cc12,6.298780359771632,0.24450354,Low
H24P350,ZINCoF000005bhW6,Cc1sncc1C(=O)N[C@H]1CN(C(=O)c2cc(Cl)cs2)C(C)(C)C1,6.298731136714456,0.23635845,Low
H25P230,ZINCpt000000bmh0,Cc1ccoc1-c1nnc(CS(=O)(=O)c2ccc3c(c2)OCCO3)o1,6.298577126040602,0.24286655,Low
H25P100,ZINCpg00000Bleqm,C#CCCOCC(=O)N1CC[C@H]1CNC(=O)c1cc(C)c(N)cc1F,6.2984656610498,0.20865974,Low
H24P320,ZINCoC00000t6WKt,Cc1c[nH]c(C(=O)N(Cc2ccn(C)c2)C[C@@H]2CCC[C@H](C)O2)c1,6.298452022579004,0.2535002,Low
H25P290,ZINCpz00000O5OR9,C=CC[C@@H](OC)C(=O)N1CCC[C@@H]1CN=c1[nH]c(C)nc(Cl)c1CC,6.2983287447754295,0.2081639,Low
